ayahRef,wordId,word,translation,highlight
38:27,,وَمَا خَلَقۡنَا ٱلسَّمَآءَ وَٱلۡأَرۡضَ وَمَا بَيۡنَهُمَا بَٰطِلٗاۚ ,And We did not create the heaven and the earth and that between them aimlessly.,ٱلسَّمَآءَ
,,سَمَٰوَٰت,Heavens,
38:66,,رَبُّ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَمَا بَيۡنَهُمَا ٱلۡعَزِيزُ ٱلۡغَفَّٰرُ ,"Lord of the heavens and the earth and whatever is between them, the Exalted in Might, the Most Forgiving.""",ٱلسَّمَٰوَٰتِ
,,ءَالَآء,Favors,
7:69,,فَٱذۡكُرُوٓاْ ءَالَآءَ ٱللَّهِ لَعَلَّكُمۡ تُفۡلِحُونَ , So remember the favors of Allah that you might succeed. ,ءَالَآءَ
53:55,,فَبِأَيِّ ءَالَآءِ رَبِّكَ تَتَمَارَىٰ ,Then which of the favors of your Lord do you doubt? ,ءَالَآءِ
,,نِعۡمَة,Favor/ Bounty,
2:211,,وَمَن يُبَدِّلۡ نِعۡمَةَ ٱللَّهِ مِنۢ بَعۡدِ مَا جَآءَتۡهُ فَإِنَّ ٱللَّهَ شَدِيدُ ٱلۡعِقَابِ ,"And whoever exchanges the favor of Allah (for disbelief) after it has come to him - then indeed, Allah is severe in penalty. ",نِعۡمَةَ
5:7,,وَٱذۡكُرُواْ نِعۡمَةَ ٱللَّهِ عَلَيۡكُمۡ وَمِيثَٰقَهُ ٱلَّذِي وَاثَقَكُم بِه ,And remember the favor of Allah upon you and His covenant with which He bound you,نِعۡمَةَ
,,فَضۡل,Favor/ Grace,
2:64,,فَلَوۡلَا فَضۡلُ ٱللَّهِ عَلَيۡكُمۡ وَرَحۡمَتُهُۥ لَكُنتُم مِّنَ ٱلۡخَٰسِرِينَ ,"And if not for the favor of Allah upon you and His mercy, you would have been among the losers.",فَضۡلُ
2:105,,وَٱللَّهُ ذُو ٱلۡفَضۡلِ ٱلۡعَظِيمِ ,and Allah is the possessor of great bounty.,ٱلۡفَضۡلِ
,,مَآء,Water,
7:57,,فَأَنزَلۡنَا بِهِ ٱلۡمَآءَ فَأَخۡرَجۡنَا بِهِۦ مِن كُلِّ ٱلثَّمَرَٰتِۚ ,and We send down rain therein and bring forth thereby (some) of all the fruits.,ٱلۡمَآءَ
8:11,,وَجَعَلۡنَا مِنَ ٱلۡمَآءِ كُلَّ شَيۡءٍ حَيٍّۚ أَفَلَا يُؤۡمِنُونَ ,and made from water every living thing? Then will they not believe?,ٱلۡمَآءِ
,,دِين,Religion,
3:19,,إِنَّ ٱلدِّينَ عِندَ ٱللَّهِ ٱلۡإِسۡلَٰمُۗ ,"Indeed, the religion in the sight of Allah is Islam.",ٱلدِّينَ
22:78,,هُوَ ٱجۡتَبَىٰكُمۡ وَمَا جَعَلَ عَلَيۡكُمۡ فِي ٱلدِّينِ مِنۡ حَرَجٖۚ  ,He has chosen you and has not placed upon you in the religion any difficulty. ,ٱلدِّينِ
,,أَمۡر,Matter/ Command,
24:62,,وَإِذَا كَانُواْ مَعَهُۥ عَلَىٰٓ أَمۡرٖ جَامِعٖ لَّمۡ يَذۡهَبُواْ حَتَّىٰ يَسۡتَـٔۡذِنُوهُ ۚ ,"when they are (meeting) with him for a matter of common interest, do not depart until they have asked his permission.",أَمۡرٖ
27:32,,يَٰٓأَيُّهَا ٱلۡمَلَؤُاْ أَفۡتُونِي فِيٓ أَمۡرِي مَا كُنتُ قَاطِعَةً أَمۡرًا حَتَّىٰ تَشۡهَدُونِ ,"She said, ""O eminent ones, advise me in my affair. I would not decide a matter until you witness (for) me."" ",أَمۡرِي ، أَمۡرًا
26:151,,وَلَا تُطِيعُوٓاْ أَمۡرَ ٱلۡمُسۡرِفِينَ ," And do not obey the order of the transgressors,",أَمۡرَ
,,أُمُور,Matters/ Affairs,
31:17,,وَٱصۡبِرۡ عَلَىٰ مَآ أَصَابَكَۖ إِنَّ ذَٰلِكَ مِنۡ عَزۡمِ ٱلۡأُمُورِ ,"and be patient over what befalls you. Indeed, (all) that is of the matters (requiring) determination. ",ٱلۡأُمُورِ
31:22,,وَإِلَى ٱللَّهِ عَٰقِبَةُ ٱلۡأُمُورِ ,And to Allah will be the outcome of (all) matters. ,ٱلۡأُمُورِ
,,صَلَوٰة /صَلَاة,Prayer,
2:3,,ٱلَّذِينَ يُؤۡمِنُونَ بِٱلۡغَيۡبِ وَيُقِيمُونَ ٱلصَّلَوٰةَ وَمِمَّا رَزَقۡنَٰهُمۡ يُنفِقُونَ ,"Who believe in the unseen, establish prayer, and spend out of what We have provided for them, ",ٱلصَّلَوٰةَ
6:162,,قُلۡ إِنَّ صَلَاتِي وَنُسُكِي وَمَحۡيَايَ وَمَمَاتِي لِلَّهِ رَبِّ ٱلۡعَٰلَمِينَ ,"Say, ""Indeed, my prayer, my rites of sacrifice, my living and my dying are for Allah, Lord of the worlds. ",صَلَاتِي
,,زَّكَوٰة,(Zakah) Charity,
2:43,,وَأَقِيمُواْ ٱلصَّلَوٰةَ وَءَاتُواْ ٱلزَّكَوٰةَ وَٱرۡكَعُواْ مَعَ ٱلرَّٰكِعِينَ,And establish prayer and give zakah and bow with those who bow (in worship and obedience). ,ٱلزَّكَوٰةَ
7:156,,فَسَأَكۡتُبُهَا لِلَّذِينَ يَتَّقُونَ وَيُؤۡتُونَ ٱلزَّكَوٰةَ وَٱلَّذِينَ هُم بِـَٔايَٰتِنَا يُؤۡمِنُونَ ,o I will decree it (especially) for those who fear Me and give zakah and those who believe in Our verses -,ٱلزَّكَوٰةَ
,,حَقّ,Truth/ Right,
7:159,,وَمِن قَوۡمِ مُوسَىٰٓ أُمَّةٞ يَهۡدُونَ بِٱلۡحَقِّ وَبِهِۦ يَعۡدِلُونَ ,And among the people of Moses is a community which guides by truth and by it establishes justice. ,بِٱلۡحَقِّ
7:181,,وَمِمَّنۡ خَلَقۡنَآ أُمَّةٞ يَهۡدُونَ بِٱلۡحَقِّ وَبِهِۦ يَعۡدِلُونَ ,And among those We created is a community which guides by truth and thereby establishes justice.,بِٱلۡحَقِّ
,,بَٰطِل,Falsehood,
8:8,,لِيُحِقَّ ٱلۡحَقَّ وَيُبۡطِلَ ٱلۡبَٰطِلَ وَلَوۡ كَرِهَ ٱلۡمُجۡرِمُونَ ,"That He should establish the truth and abolish falsehood, even if the criminals disliked it. ",ٱلۡبَٰطِلَ
17:81,,وَقُلۡ جَآءَ ٱلۡحَقُّ وَزَهَقَ ٱلۡبَٰطِلُۚ إِنَّ ٱلۡبَٰطِلَ كَانَ زَهُوقٗا ,"And say, ""Truth has come, and falsehood has departed. Indeed is falsehood, (by nature), ever bound to depart."" ",ٱلۡبَٰطِلَ
,,حَمۡد,Praise,
1:2,,ٱلۡحَمۡدُ لِلَّهِ رَبِّ ٱلۡعَٰلَمِينَ ,"(All) praise is (due) to Allah, Lord of the worlds -",ٱلۡحَمۡدُ
15:98,,فَسَبِّحۡ بِحَمۡدِ رَبِّكَ وَكُن مِّنَ ٱلسَّٰجِدِينَ , So exalt (Allah) with praise of your Lord and be of those who prostrate (to Him). ,بِحَمۡدِ
,,حِكۡمَة,Wisdom,
2:251,,وَقَتَلَ دَاوُۥدُ جَالُوتَ وَءَاتَىٰهُ ٱللَّهُ ٱلۡمُلۡكَ وَٱلۡحِكۡمَةَ وَعَلَّمَهُۥ مِمَّا يَشَآءُۗ  ," and David killed Goliath, and Allah gave him the kingship and prophethood and taught him from that which He willed. ",ٱلۡحِكۡمَةَ
2:269,,يُؤۡتِي ٱلۡحِكۡمَةَ مَن يَشَآءُۚ وَمَن يُؤۡتَ ٱلۡحِكۡمَةَ فَقَدۡ أُوتِيَ خَيۡرٗا كَثِيرٗاۗ ,"He gives wisdom to whom He wills, and whoever has been given wisdom has certainly been given much good. ",ٱلۡحِكۡمَةَ
,,تَقۡوى,Piety/ Fear of Allah,
5:2,,وَتَعَاوَنُواْ عَلَى ٱلۡبِرِّ وَٱلتَّقۡوَىٰۖ وَلَا تَعَاوَنُواْ عَلَى ٱلۡإِثۡمِ وَٱلۡعُدۡوَٰنِۚ ," And cooperate in righteousness and piety, but do not cooperate in sin and aggression. ",ٱلتَّقۡوَىٰۖ
2:197,,وَتَزَوَّدُواْ فَإِنَّ خَيۡرَ ٱلزَّادِ ٱلتَّقۡوَىٰۖ ,"And take provisions, but indeed, the best provision is fear of Allah.",ٱلتَّقۡوَىٰۖ
,,شَهِيد,Witness,
2:143,,وَكَذَٰلِكَ جَعَلۡنَٰكُمۡ أُمَّةٗ وَسَطٗا لِّتَكُونُواْ شُهَدَآءَ عَلَى ٱلنَّاسِ وَيَكُونَ ٱلرَّسُولُ عَلَيۡكُمۡ شَهِيدٗاۗ ,And thus we have made you a just community that you will be witnesses over the people and the Messenger will be a witness over you.,شَهِيدٗاۗ
4:33,,إِنَّ ٱللَّهَ كَانَ عَلَىٰ كُلِّ شَيۡءٖ شَهِيدًا ," Indeed Allah is ever, over all things, a Witness. ",شَهِيدًا
,237,شُهَدَاء,Witnesses,
2:143,,وَكَذَٰلِكَ جَعَلۡنَٰكُمۡ أُمَّةٗ وَسَطٗا لِّتَكُونُواْ شُهَدَآءَ عَلَى ٱلنَّاسِ وَيَكُونَ ٱلرَّسُولُ عَلَيۡكُمۡ شَهِيدٗاۗ ,And thus we have made you a just community that you will be witnesses over the people and the Messenger will be a witness over you. ,شُهَدَآءَ
,238,شُهَدَاء,Martyrs,
3:140,,وَلِيَعۡلَمَ ٱللَّهُ ٱلَّذِينَ ءَامَنُواْ وَيَتَّخِذَ مِنكُمۡ شُهَدَآءَۗ وَٱللَّهُ لَا يُحِبُّ ٱلظَّٰلِمِينَ ,so that Allah may make evident those who believe and (may) take to Himself from among you martyrs - and Allah does not like the wrongdoers ,شُهَدَآءَۗ
,,مُبِين,Clear,
2:208,,وَلَا تَتَّبِعُواْ خُطُوَٰتِ ٱلشَّيۡطَٰنِۚ إِنَّهُۥ لَكُمۡ عَدُوّٞ مُّبِينٞ ,"and do not follow the footsteps of Satan. Indeed, he is to you a clear enemy. ",مُّبِينٞ
4:101,,إِنَّ ٱلۡكَٰفِرِينَ كَانُواْ لَكُمۡ عَدُوّٗا مُّبِينٗا ,"Indeed, the disbelievers are ever to you a clear enemy. ",مُّبِينٗا
,,نُور,Light,
5:15,,قَدۡ جَآءَكُم مِّنَ ٱللَّهِ نُورٞ وَكِتَٰبٞ مُّبِينٞ ,There has come to you from Allah a light and a clear Book. ,نُورٞ
5:44,,إِنَّآ أَنزَلۡنَا ٱلتَّوۡرَىٰةَ فِيهَا هُدٗى وَنُورٞۚ ,"Indeed, We sent down the Torah, in which was guidance and light. ",نُورٞۚ
,,سَلَٰم,Peace,
6:54,,وَإِذَا جَآءَكَ ٱلَّذِينَ يُؤۡمِنُونَ بِـَٔايَٰتِنَا فَقُلۡ سَلَٰمٌ عَلَيۡكُمۡۖ ,"And when those come to you who believe in Our verses, say, ""Peace be upon you. ",سَلَٰمٌ
5:16,,يَهۡدِي بِهِ ٱللَّهُ مَنِ ٱتَّبَعَ رِضۡوَٰنَهُۥ سُبُلَ ٱلسَّلَٰمِ , By which Allah guides those who pursue His pleasure to the ways of peace ,ٱلسَّلَٰمِ
,,مُلۡك,Dominion/ Reign,
5:17,,وَلِلَّهِ مُلۡكُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَمَا بَيۡنَهُمَاۚ ,And to Allah belongs the dominion of the heavens and the earth and whatever is between them.,مُلۡكُ
2:251,,وَقَتَلَ دَاوُۥدُ جَالُوتَ وَءَاتَىٰهُ ٱللَّهُ ٱلۡمُلۡكَ وَٱلۡحِكۡمَةَ ,"And David killed Goliath, and Allah gave him the kingship and prophethood ",ٱلۡمُلۡكَ
,243,سُلۡطَٰن, Warrant/ Proof,
4:91,,وَأُوْلَٰٓئِكُمۡ جَعَلۡنَا لَكُمۡ عَلَيۡهِمۡ سُلۡطَٰنٗا مُّبِينٗا , And those - We have made for you against them a clear authorization.,سُلۡطَٰنٗا
,244,سُلۡطَٰن,Authority,
22:71,,وَيَعۡبُدُونَ مِن دُونِ ٱللَّهِ مَا لَمۡ يُنَزِّلۡ بِهِۦ سُلۡطَٰنٗا ,And they worship besides Allah that for which He has not sent down authority,سُلۡطَٰنٗا
,,إِلَٰه ,god/ deity,
3:2,,ٱللَّهُ لَآ إِلَٰهَ إِلَّا هُوَ ٱلۡحَيُّ ٱلۡقَيُّومُ ," Allah - there is no deity except Him, the Ever-Living, the Sustainer of existence.",إِلَٰهَ
2:133,,قَالُواْ نَعۡبُدُ إِلَٰهَكَ وَ إِلَٰهَ ءَابَآئِكَ إِبۡرَٰهِـۧمَ وَإِسۡمَٰعِيلَ وَإِسۡحَٰقَ إِلَٰهٗا وَٰحِدٗا ," They said, ""We will worship your God and the God of your fathers, Abraham and Ishmael and Isaac - one God. ",إِلَٰهَكَ ، إِلَٰهَ ، إِلَٰهٗا
,,إءَالِهَة,deities,
6:19,,أَئِنَّكُمۡ لَتَشۡهَدُونَ أَنَّ مَعَ ٱللَّهِ ءَالِهَةً أُخۡرَىٰۚ قُل لَّآ أَشۡهَدُۚ ,"Do you (truly) testify that there are other deities with Allah?"" Say, ""I will not testify (with you). ",ءَالِهَةً
,,وَاحِد,One,
2:133,,قَالُواْ نَعۡبُدُ إِلَٰهَكَ وَإِلَٰهَ ءَابَآئِكَ إِبۡرَٰهِـۧمَ وَإِسۡمَٰعِيلَ وَإِسۡحَٰقَ إِلَٰهٗا وَٰحِدٗا ," They said, ""We will worship your God and the God of your fathers, Abraham and Ishmael and Isaac - one God. ",وَٰحِدٗا
9:31,,وَمَآ أُمِرُوٓاْ إِلَّا لِيَعۡبُدُوٓاْ إِلَٰهٗا وَٰحِدٗا ,And they were not commanded except to worship one God; ,وَٰحِدٗا
,248,أَحَد,One,
112:1,,قُلۡ هُوَ ٱللَّهُ أَحَدٌ,"Say, ""He is Allah, (who is) One, ",أَحَدٌ
,249,أَحَد, Anyone,
33:39,,ٱلَّذِينَ يُبَلِّغُونَ رِسَٰلَٰتِ ٱللَّهِ وَيَخۡشَوۡنَهُۥ وَلَا يَخۡشَوۡنَ أَحَدًا إِلَّا ٱللَّهَۗ ,(Allah praises) those who convey the messages of Allah and fear Him and do not fear anyone but Allah.,أَحَدًا
,,شَرِيك ,Associate/ partner,
6:163,,قُلۡ إِنَّ صَلَاتِي وَنُسُكِي وَمَحۡيَايَ وَمَمَاتِي لِلَّهِ رَبِّ ٱلۡعَٰلَمِينَ ١٦٢لَا شَرِيكَ لَهُ  ,"Say, ""Indeed, my prayer, my rites of sacrifice, my living and my dying are for Allah, Lord of the worlds. (162) No partner has He. ",شَرِيكَ
,,شُرَكَآء,Associate(s)/ partner(s),
7:190,,فَلَمَّآ ءَاتَىٰهُمَا صَٰلِحٗا جَعَلَا لَهُۥ شُرَكَآءَ فِيمَآ ءَاتَىٰهُمَاۚ ,"But when He gives them a good (child), they ascribe partners to Him concerning that which He has given them.",شُرَكَآءَ
6:100,,وَجَعَلُواْ لِلَّهِ شُرَكَآءَ ٱلۡجِنَّ وَخَلَقَهُمۡۖ,"But they have attributed to Allah partners - the jinn, while He has created them",شُرَكَآءَ
,,غَيۡب,Unseen,
7:188,,وَلَوۡ كُنتُ أَعۡلَمُ ٱلۡغَيۡبَ لَٱسۡتَكۡثَرۡتُ مِنَ ٱلۡخَيۡرِ وَمَا مَسَّنِيَ ٱلسُّوٓءُۚ ,"And if I knew the unseen, I could have acquired much wealth, and no harm would have touched me. ",ٱلۡغَيۡبَ
2:33,,قَالَ أَلَمۡ أَقُل لَّكُمۡ إِنِّيٓ أَعۡلَمُ غَيۡبَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ ,"He said, ""Did I not tell you that I know the unseen (aspects) of the heavens and the earth? ",غَيۡبَ
,,شَهَٰدَة,Witnessed (visible),
62:8,,ثُمَّ تُرَدُّونَ إِلَىٰ عَٰلِمِ ٱلۡغَيۡبِ وَٱلشَّهَٰدَةِ فَيُنَبِّئُكُم بِمَا كُنتُمۡ تَعۡمَلُونَ ,"Then you will be returned to the Knower of the unseen and the witnessed, and He will inform you about what you used to do."" ",ٱلشَّهَٰدَةِ
13:9,,عَٰلِمُ ٱلۡغَيۡبِ وَٱلشَّهَٰدَةِ ٱلۡكَبِيرُ ٱلۡمُتَعَالِ ,"(He is) Knower of the unseen and the witnessed, the Grand, the Exalted.",ٱلشَّهَٰدَةِ
,,عَرَش,Throne,
20:5,,ٱلرَّحۡمَٰنُ عَلَى ٱلۡعَرۡشِ ٱسۡتَوَىٰ,The Most Merciful (who is) above the Throne established. ,ٱلۡعَرۡشِ
9:129,,لَآ إِلَٰهَ إِلَّا هُوَۖ عَلَيۡهِ تَوَكَّلۡتُۖ وَهُوَ رَبُّ ٱلۡعَرۡشِ ٱلۡعَظِيمِ ,"there is no deity except Him. On Him I have relied, and He is the Lord of the Great Throne.""",ٱلۡعَرۡشِ
,,كِتَاب ,Book,
2:2,,ذَٰلِكَ ٱلۡكِتَٰبُ لَا رَيۡبَۛ فِيهِۛ هُدٗى لِّلۡمُتَّقِينَ," This is the Book about which there is no doubt, a guidance for those conscious of Allah - ",ٱلۡكِتَٰبُ
18:27,,وَٱتۡلُ مَآ أُوحِيَ إِلَيۡكَ مِن كِتَابِ رَبِّكَۖ ,"And recite, (O Muhammad), what has been revealed to you of the Book of your Lord.",كِتَابِ
,,كُتُب,Books,
2:285,,كُلٌّ ءَامَنَ بِٱللَّهِ وَمَلَٰٓئِكَتِهِۦ وَكُتُبِهِۦ وَرُسُلِهِۦ لَا نُفَرِّقُ بَيۡنَ أَحَدٖ مِّن رُّسُلِهِۦ  ,All of them have believed in Allah and His angels and His books and His messengers ,كُتُبِهِۦ
,,كَلِمَة ,Word,
9:74,,يَحۡلِفُونَ بِٱللَّهِ مَا قَالُواْ وَلَقَدۡ قَالُواْ كَلِمَةَ ٱلۡكُفۡرِ وَكَفَرُواْ ,They swear by Allah that they did not say (anything against the Prophet) while they had said the word of disbelief and disbelieved ,كَلِمَةَ
3:45,,يَٰمَرۡيَمُ إِنَّ ٱللَّهَ يُبَشِّرُكِ بِكَلِمَةٖ مِّنۡهُ ٱسۡمُهُ ٱلۡمَسِيحُ عِيسَى ٱبۡنُ مَرۡيَمَ ,"O Mary, indeed Allah gives you good tidings of a word from Him, whose name will be the Messiah, Jesus, the son of Mary - ",بِكَلِمَةٖ
